id,year,url_live,url_wayback,texto
2024-0015,2024,https://www.aepd.es/documento/2024-0015.pdf,https://web.archive.org/web/20241031070115id_/https://www.aepd.es/documento/2024-0015.pdf,"Gabinete Jurídico 015/2024 La redacción del Proyecto presenta, desde la perspectiva de la normativa reguladora del derecho fundamental a la protección de datos personales, tres cuestiones fundamentales. La primera, la relativa a la base jurídica que ampararía los tratamientos de datos personales que llevaría a cabo la denominada “Solución Pública de Facturación Electrónica”, gestionada por la Agencia Estatal de Administración Tributaria (AEAT) -arts. 5 y 9- cuando los empresarios o profesionales que así lo elijan decidan utilizar dicha Solución Pública para emitir o recibir facturas. La segunda, la relativa a la base jurídica que ampararía el tratamiento de datos por la mencionada Solución Pública de Facturación Electrónica consistente en la comunicación obligatoria a esta por todos los empresarios o profesionales que no utilicen dicha Solución Pública para emitir o recibir facturas -es decir, que utilizan para ello una solución privada-, de una copia fiel de cada factura (art. 5.4) en formato Facturae de modo que la Solución Pública, en su función de repositorio de facturas, almacene la información de todas las facturas electrónicas, la de sus copias y la de su pago efectivo completo (Disposición Adicional cuarta, DA 4ª).    En tercer lugar, cuál sería la circunstancia, de entre las relacionadas en el art. 9.2 RGPD, que levantaría la prohibición de tratamiento que contempla el art. 9.1 RGPD, por la citada Solución Pública de Facturación Electrónica de los datos personales de carácter sensible que se pueden incluir en las facturas. c. Jorge Juan 6                                                                                                                                                               www.aepd.es 28001 Madrid 1                                               Gabinete Jurídico I En relación con la primera de las cuestiones mencionadas, cabe exponer la jurisprudencia tanto del Tribunal Constitucional como del Tribunal de Justicia de la Unión Europea (TJUE) en cuanto al principio de legalidad en los tratamientos de datos personales. La sentencia del Tribunal Constitucional (STC) 76/2019, de 22 de mayo, contiene doctrina relevante sobre el derecho fundamental a la protección de datos personales, y aborda tanto las características como el contenido que ha de tener la normativa que pretenda establecer una injerencia en ese derecho fundamental. (…)  Por mandato expreso de la Constitución, toda injerencia estatal en el ámbito de los derechos fundamentales y las libertades públicas ora incida directamente sobre su desarrollo (artículo 81.1 CE), ora limite o condicione su ejercicio (artículo 53.1 CE), precisa una habilitación legal (por todas, STC 49/1999, de 5 de abril, FJ 4). (…) Esta doble función de la reserva de ley se traduce en una doble exigencia: por un lado, la necesaria intervención de la ley para habilitar la injerencia; y, por otro lado, esa norma legal «ha de reunir todas aquellas características indispensables como garantía d"
